ids,growth,status,name,reaction,class
lcl_CP068158_1_prot_QQU76403_1_1916,0.0,optimal,ammonia-dependent NAD(+) synthetase [Corynebacterium striatum],R_NADS1,biochemical reaction
lcl_CP068158_1_prot_QQU76998_1_2600,3.849045572652474e-15,optimal,dephospho-CoA kinase [Corynebacterium striatum],R_DPCOAK,phosphorylation
lcl_CP068158_1_prot_QQU77467_1_502,8.838646550222306e-14,optimal,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase [Corynebacterium striatum],R_CDPMEK,phosphorylation
lcl_CP068158_1_prot_QQU77618_1_672,-5.5922908912196774e-14,optimal,dTMP kinase [Corynebacterium striatum],R_DTMPK,biochemical reaction
lcl_CP068158_1_prot_QQU76654_1_2208,-8.757891858408908e-14,optimal,CTP synthase [Corynebacterium striatum],R_CTPS1,biochemical reaction
lcl_CP068158_1_prot_QQU76654_1_2208,-8.757891858408908e-14,optimal,CTP synthase [Corynebacterium striatum],R_CTPS2,biochemical reaction
lcl_CP068158_1_prot_QQU78085_1_1218,7.825670767775204e-14,optimal,aspartate kinase [Corynebacterium striatum],R_ASPK,phosphorylation
lcl_CP068158_1_prot_QQU76836_1_2414,5.7923423072708136e-15,optimal,bifunctional riboflavin kinase/FAD synthetase [Corynebacterium striatum],R_FMNAT,transfer of a chemical group
lcl_CP068158_1_prot_QQU76836_1_2414,5.7923423072708136e-15,optimal,bifunctional riboflavin kinase/FAD synthetase [Corynebacterium striatum],R_RBFK,phosphorylation
lcl_CP068158_1_prot_QQU76844_1_2422,3.542966797769808e-14,optimal,4-hydroxy-tetrahydrodipicolinate reductase [Corynebacterium striatum],R_DHDPRy,redox reaction
lcl_CP068158_1_prot_QQU77609_1_661,1.884736621385133e-09,optimal,3-phosphoshikimate 1-carboxyvinyltransferase [Corynebacterium striatum],R_PSCVT,transfer of a chemical group
lcl_CP068158_1_prot_QQU76812_1_2388,1.446158692135274e-12,optimal,1-deoxy-D-xylulose-5-phosphate reductoisomerase [Corynebacterium striatum],R_DXPRIi,redox reaction
lcl_CP068158_1_prot_QQU76706_1_2273,-1.2300426207318674e-13,optimal,phospho-N-acetylmuramoyl-pentapeptide-transferase [Corynebacterium striatum],R_PAPPT3,transfer of a chemical group
lcl_CP068158_1_prot_QQU77170_1_161,1.2600017262254197e-14,optimal,guanylate kinase [Corynebacterium striatum],R_DGK1,biochemical reaction
lcl_CP068158_1_prot_QQU77170_1_161,1.2600017262254197e-14,optimal,guanylate kinase [Corynebacterium striatum],R_GK1,phosphorylation
lcl_CP068158_1_prot_QQU77429_1_459,-6.233322582047547e-13,optimal,ribose-phosphate diphosphokinase [Corynebacterium striatum],R_PRPPS,transfer of a chemical group
lcl_CP068158_1_prot_QQU76533_1_2067,9.393386118036417e-13,optimal,nucleoside-diphosphate kinase [Corynebacterium striatum],R_NDPK1,phosphorylation
lcl_CP068158_1_prot_QQU76533_1_2067,9.393386118036417e-13,optimal,nucleoside-diphosphate kinase [Corynebacterium striatum],R_NDPK2,phosphorylation
lcl_CP068158_1_prot_QQU76533_1_2067,9.393386118036417e-13,optimal,nucleoside-diphosphate kinase [Corynebacterium striatum],R_NDPK3,phosphorylation
lcl_CP068158_1_prot_QQU76533_1_2067,9.393386118036417e-13,optimal,nucleoside-diphosphate kinase [Corynebacterium striatum],R_NDPK4,phosphorylation
lcl_CP068158_1_prot_QQU76533_1_2067,9.393386118036417e-13,optimal,nucleoside-diphosphate kinase [Corynebacterium striatum],R_NDPK5,phosphorylation
lcl_CP068158_1_prot_QQU76533_1_2067,9.393386118036417e-13,optimal,nucleoside-diphosphate kinase [Corynebacterium striatum],R_NDPK6,phosphorylation
lcl_CP068158_1_prot_QQU76533_1_2067,9.393386118036417e-13,optimal,nucleoside-diphosphate kinase [Corynebacterium striatum],R_NDPK7,phosphorylation
lcl_CP068158_1_prot_QQU76533_1_2067,9.393386118036417e-13,optimal,nucleoside-diphosphate kinase [Corynebacterium striatum],R_NDPK8,phosphorylation
lcl_CP068158_1_prot_QQU76267_1_1769,1.8811797451397712e-11,optimal,adenylosuccinate synthase [Corynebacterium striatum],R_ADSS,biochemical reaction
lcl_CP068158_1_prot_QQU76547_1_2085,-3.893132482009384e-11,optimal,nicotinate-nucleotide adenylyltransferase [Corynebacterium striatum],R_NMNAT,biochemical reaction
lcl_CP068158_1_prot_QQU76547_1_2085,-3.893132482009384e-11,optimal,nicotinate-nucleotide adenylyltransferase [Corynebacterium striatum],R_NNATr,biochemical reaction
lcl_CP068158_1_prot_QQU77917_1_1015,1.884709505804031e-09,optimal,o-succinylbenzoate--CoA ligase [Corynebacterium striatum],, 
lcl_CP068158_1_prot_QQU78353_1_2061,5.534689768134603e-15,optimal,bifunctional folylpolyglutamate synthase/dihydrofolate synthase [Corynebacterium striatum],R_DHFS,biochemical reaction
lcl_CP068158_1_prot_QQU76249_1_1749,-1.5689181065192866e-14,optimal,aldehyde dehydrogenase [Corynebacterium striatum],R_4ABUTD,redox reaction
lcl_CP068158_1_prot_QQU76249_1_1749,-1.5689181065192866e-14,optimal,aldehyde dehydrogenase [Corynebacterium striatum],R_ABUTD,redox reaction
lcl_CP068158_1_prot_QQU76249_1_1749,-1.5689181065192866e-14,optimal,aldehyde dehydrogenase [Corynebacterium striatum],R_ALCD19,redox reaction
lcl_CP068158_1_prot_QQU76249_1_1749,-1.5689181065192866e-14,optimal,aldehyde dehydrogenase [Corynebacterium striatum],R_ALDD19xr,redox reaction
lcl_CP068158_1_prot_QQU76249_1_1749,-1.5689181065192866e-14,optimal,aldehyde dehydrogenase [Corynebacterium striatum],R_ALDD20x,redox reaction
lcl_CP068158_1_prot_QQU76249_1_1749,-1.5689181065192866e-14,optimal,aldehyde dehydrogenase [Corynebacterium striatum],R_ALDD20y,redox reaction
lcl_CP068158_1_prot_QQU76249_1_1749,-1.5689181065192866e-14,optimal,aldehyde dehydrogenase [Corynebacterium striatum],R_ALDD2x,redox reaction
lcl_CP068158_1_prot_QQU76249_1_1749,-1.5689181065192866e-14,optimal,aldehyde dehydrogenase [Corynebacterium striatum],R_ALDD2y,redox reaction
lcl_CP068158_1_prot_QQU76249_1_1749,-1.5689181065192866e-14,optimal,aldehyde dehydrogenase [Corynebacterium striatum],R_ALDD3y,redox reaction
lcl_CP068158_1_prot_QQU76249_1_1749,-1.5689181065192866e-14,optimal,aldehyde dehydrogenase [Corynebacterium striatum],R_GCALDD,redox reaction
lcl_CP068158_1_prot_QQU76249_1_1749,-1.5689181065192866e-14,optimal,aldehyde dehydrogenase [Corynebacterium striatum],R_GLYALDDr,redox reaction
lcl_CP068158_1_prot_QQU76249_1_1749,-1.5689181065192866e-14,optimal,aldehyde dehydrogenase [Corynebacterium striatum],R_LCADi,redox reaction
lcl_CP068158_1_prot_QQU76249_1_1749,-1.5689181065192866e-14,optimal,aldehyde dehydrogenase [Corynebacterium striatum],R_NABTNO,redox reaction
lcl_CP068158_1_prot_QQU76846_1_2424,-2.5422018949112192e-14,optimal,4-hydroxy-tetrahydrodipicolinate synthase [Corynebacterium striatum],R_DHDPS,biochemical reaction
lcl_CP068158_1_prot_QQU76310_1_1815,-2.117632847351809e-14,optimal,GTP cyclohydrolase I FolE [Corynebacterium striatum],R_GTPCI,hydrolysis
lcl_CP068158_1_prot_QQU76332_1_1841,1.3711250547267239e-12,optimal,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [Corynebacterium striatum],R_MEPCT,transfer of a chemical group
lcl_CP068158_1_prot_QQU77332_1_340,2.0499478576219264e-13,optimal,FAD-binding oxidoreductase [Corynebacterium striatum],R_GLYCTO1,redox reaction
lcl_CP068158_1_prot_QQU77332_1_340,2.0499478576219264e-13,optimal,FAD-binding oxidoreductase [Corynebacterium striatum],R_GLYCTO3,biochemical reaction
lcl_CP068158_1_prot_QQU77332_1_340,2.0499478576219264e-13,optimal,FAD-binding oxidoreductase [Corynebacterium striatum],R_LDH_D2,biochemical reaction
lcl_CP068158_1_prot_QQU77332_1_340,2.0499478576219264e-13,optimal,FAD-binding oxidoreductase [Corynebacterium striatum],R_UAPGR,redox reaction
lcl_CP068158_1_prot_QQU76961_1_2554,1.8847483698701447e-09,optimal,adenine phosphoribosyltransferase [Corynebacterium striatum],R_ADPT,glycosylation
lcl_CP068158_1_prot_QQU76709_1_2276,-1.2819002938255132e-14,optimal,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase [Corynebacterium striatum],R_UAGPT2,glycosylation
lcl_CP068158_1_prot_QQU76709_1_2276,-1.2819002938255132e-14,optimal,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase [Corynebacterium striatum],R_UAGPT3,glycosylation
lcl_CP068158_1_prot_QQU76333_1_1842,1.3701747572811143e-12,optimal,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [Corynebacterium striatum]",R_MECDPS,cleavage
lcl_CP068158_1_prot_QQU77394_1_416,8.47811212652793e-12,optimal,class II fumarate hydratase [Corynebacterium striatum],R_FUM,cleavage
lcl_CP068158_1_prot_QQU77918_1_1017,1.88476454752708e-09,optimal,"1,4-dihydroxy-2-naphthoate polyprenyltransferase [Corynebacterium striatum]",R_DHNAOT,decarboxylation
lcl_CP068158_1_prot_QQU77835_1_925,-1.1534797199959198e-13,optimal,adenylate kinase [Corynebacterium striatum],R_ADK1,phosphorylation
lcl_CP068158_1_prot_QQU77835_1_925,-1.1534797199959198e-13,optimal,adenylate kinase [Corynebacterium striatum],R_ADK2,phosphorylation
lcl_CP068158_1_prot_QQU76705_1_2272,1.0421685856438641e-14,optimal,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [Corynebacterium striatum],R_UGMDDS,biochemical reaction
lcl_CP068158_1_prot_QQU78209_1_99,-9.64384284368127e-15,optimal,undecaprenyl-diphosphate phosphatase [Corynebacterium striatum],R_UDCPDP,biochemical reaction
lcl_CP068158_1_prot_QQU76540_1_2077,-1.0833734418211754e-14,optimal,hypothetical protein I6I72_10645 [Corynebacterium striatum],R_GLYCLTDx,redox reaction
lcl_CP068158_1_prot_QQU76540_1_2077,-1.0833734418211754e-14,optimal,hypothetical protein I6I72_10645 [Corynebacterium striatum],R_GLYCLTDy,redox reaction
lcl_CP068158_1_prot_QQU76540_1_2077,-1.0833734418211754e-14,optimal,hypothetical protein I6I72_10645 [Corynebacterium striatum],R_HPYRRx,redox reaction
lcl_CP068158_1_prot_QQU76540_1_2077,-1.0833734418211754e-14,optimal,hypothetical protein I6I72_10645 [Corynebacterium striatum],R_HPYRRy,redox reaction
lcl_CP068158_1_prot_QQU76540_1_2077,-1.0833734418211754e-14,optimal,hypothetical protein I6I72_10645 [Corynebacterium striatum],R_PGCD,redox reaction
lcl_CP068158_1_prot_QQU77081_1_62,7.133031614516235e-15,optimal,magnesium/cobalt transporter CorA [Corynebacterium striatum],R_COBALTt5,passive transport
lcl_CP068158_1_prot_QQU77081_1_62,7.133031614516235e-15,optimal,magnesium/cobalt transporter CorA [Corynebacterium striatum],R_MGt5,passive transport
lcl_CP068158_1_prot_QQU77527_1_569,-6.552607515129596e-12,optimal,quinolinate synthase NadA [Corynebacterium striatum],R_QULNS,transfer of a chemical group
lcl_CP068158_1_prot_QQU77405_1_429,-3.854959728781986e-10,optimal,type I pantothenate kinase [Corynebacterium striatum],R_PNCDC,decarboxylation
lcl_CP068158_1_prot_QQU77405_1_429,-3.854959728781986e-10,optimal,type I pantothenate kinase [Corynebacterium striatum],R_PNTK,phosphorylation
lcl_CP068158_1_prot_QQU77405_1_429,-3.854959728781986e-10,optimal,type I pantothenate kinase [Corynebacterium striatum],R_APCPT,biochemical or transport reaction
lcl_CP068158_1_prot_QQU77405_1_429,-3.854959728781986e-10,optimal,type I pantothenate kinase [Corynebacterium striatum],R_APNPT,biochemical or transport reaction
lcl_CP068158_1_prot_QQU76312_1_1817,9.138828816217946e-15,optimal,dihydroneopterin aldolase [Corynebacterium striatum],R_DHNPA2r,cleavage
lcl_CP068158_1_prot_QQU76312_1_1817,9.138828816217946e-15,optimal,dihydroneopterin aldolase [Corynebacterium striatum],R_DHNPA_1,biochemical reaction
lcl_CP068158_1_prot_QQU76698_1_2263,1.402538297281437e-12,optimal,polyprenyl synthetase family protein [Corynebacterium striatum],R_DMATT,transfer of a chemical group
lcl_CP068158_1_prot_QQU76698_1_2263,1.402538297281437e-12,optimal,polyprenyl synthetase family protein [Corynebacterium striatum],R_FRTT,transfer of a chemical group
lcl_CP068158_1_prot_QQU76868_1_2450,0.0,optimal,diaminopimelate epimerase [Corynebacterium striatum],R_DAPE,isomerisation
lcl_CP068158_1_prot_QQU75926_1_1396,1.8847342331969145e-09,optimal,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase [Corynebacterium striatum],R_METS,methylation
lcl_CP068158_1_prot_QQU75926_1_1396,1.8847342331969145e-09,optimal,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase [Corynebacterium striatum],R_MHPGLUT,methylation
lcl_CP068158_1_prot_QQU76354_1_1865,-3.698902732472299e-12,optimal,adenylosuccinate lyase [Corynebacterium striatum],R_ADSL1r,cleavage
lcl_CP068158_1_prot_QQU76354_1_1865,-3.698902732472299e-12,optimal,adenylosuccinate lyase [Corynebacterium striatum],R_ADSL2r,cleavage
lcl_CP068158_1_prot_QQU77208_1_203,1.8847575911478234e-09,optimal,isochorismate synthase [Corynebacterium striatum],R_ICHORS,isomerisation
lcl_CP068158_1_prot_QQU78216_1_159,8.100417857230731e-15,optimal,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC [Corynebacterium striatum],R_PPCDC,decarboxylation
lcl_CP068158_1_prot_QQU78216_1_159,8.100417857230731e-15,optimal,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC [Corynebacterium striatum],R_PPNCL3,biochemical reaction
lcl_CP068158_1_prot_QQU77357_1_369,0.0,optimal,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [Corynebacterium striatum]",R_THDPS,transfer of a chemical group
lcl_CP068158_1_prot_QQU76938_1_2527,2.3815615795985932e-14,optimal,1-deoxy-D-xylulose-5-phosphate synthase [Corynebacterium striatum],R_DXPS,transfer of a chemical group
lcl_CP068158_1_prot_QQU77637_1_693,3.5257147444565295e-15,optimal,acetolactate synthase [Corynebacterium striatum],R_ACHBS,transfer of a chemical group
lcl_CP068158_1_prot_QQU77637_1_693,3.5257147444565295e-15,optimal,acetolactate synthase [Corynebacterium striatum],R_ACHBS2,biochemical reaction
lcl_CP068158_1_prot_QQU77637_1_693,3.5257147444565295e-15,optimal,acetolactate synthase [Corynebacterium striatum],R_ACLS,transfer of a chemical group
lcl_CP068158_1_prot_QQU77637_1_693,3.5257147444565295e-15,optimal,acetolactate synthase [Corynebacterium striatum],R_ACLSa_1,decarboxylation
lcl_CP068158_1_prot_QQU77637_1_693,3.5257147444565295e-15,optimal,acetolactate synthase [Corynebacterium striatum],R_ACLSb_1,biochemical reaction
lcl_CP068158_1_prot_QQU77637_1_693,3.5257147444565295e-15,optimal,acetolactate synthase [Corynebacterium striatum],R_GLXCL,decarboxylation
lcl_CP068158_1_prot_QQU77637_1_693,3.5257147444565295e-15,optimal,acetolactate synthase [Corynebacterium striatum],R_MI1PS,isomerisation
lcl_CP068158_1_prot_QQU77637_1_693,3.5257147444565295e-15,optimal,acetolactate synthase [Corynebacterium striatum],R_OXGDC,decarboxylation
